x1,y1,size1,figure1,is_active1,color1,priority1,x2,y2,size2,figure2,is_active2,color2,priority2,collision
3,-3,44,rectangle,0,green,2,0,-2,42,rectangle,0,blue,1,True
3,6,18,rectangle,1,green,2,-3,0,64,circle,0,red,3,False
3,4,36,circle,1,yellow,4,4,-5,34,circle,1,blue,1,False
5,1,45,rectangle,0,yellow,2,-2,5,56,rectangle,0,blue,1,True
0,3,21,rectangle,1,red,2,1,2,13,circle,1,red,1,True
0,-4,10,circle,1,yellow,4,3,-4,33,circle,0,yellow,1,False
-4,5,18,rectangle,0,yellow,2,-4,-6,68,circle,1,yellow,3,False
-1,-4,28,circle,0,blue,1,4,6,29,rectangle,0,green,4,False
-4,5,87,rectangle,1,green,2,1,-3,29,circle,0,green,4,False
-5,-5,63,rectangle,1,red,5,1,-2,63,rectangle,1,red,2,True
-3,0,46,circle,1,yellow,2,-2,-6,46,rectangle,0,red,5,False
5,-5,47,rectangle,1,blue,1,2,-1,88,rectangle,1,red,3,True
4,-2,43,rectangle,0,blue,4,1,-5,99,rectangle,1,red,4,True
-2,-6,46,rectangle,1,yellow,2,-3,6,31,rectangle,1,green,5,False
1,-2,52,circle,0,yellow,1,4,1,99,circle,0,red,3,True
-3,-5,84,rectangle,0,blue,4,4,1,82,rectangle,0,yellow,5,True
2,5,25,circle,1,red,1,-4,-5,28,rectangle,0,blue,4,False
2,1,90,rectangle,0,green,2,5,-2,40,circle,1,red,4,True
1,6,19,rectangle,0,blue,5,-5,6,15,circle,0,red,3,False
0,-2,45,rectangle,1,blue,4,-1,3,99,rectangle,0,red,1,True
4,-3,97,rectangle,1,green,4,3,1,84,rectangle,0,red,1,True
3,2,93,rectangle,0,blue,4,0,1,66,circle,1,green,3,True
3,-1,76,rectangle,0,green,5,-2,5,30,rectangle,1,red,3,True
-5,1,87,circle,0,yellow,5,5,0,88,circle,0,yellow,2,True
3,3,74,rectangle,1,red,1,0,2,95,circle,1,blue,3,True
-3,2,25,rectangle,1,red,2,5,-2,28,rectangle,0,red,5,False
0,-6,83,rectangle,1,blue,2,0,1,70,rectangle,1,red,5,True
-3,3,36,circle,0,yellow,5,-2,0,72,circle,0,green,3,True
1,2,35,rectangle,1,yellow,2,2,-5,43,rectangle,1,yellow,2,False
4,2,51,circle,0,blue,5,0,-4,59,rectangle,1,green,5,False
1,2,24,rectangle,0,red,5,-1,-3,52,circle,1,yellow,4,False
-1,0,48,circle,0,green,3,2,-4,68,circle,0,green,1,True
4,3,74,circle,1,blue,1,-3,-5,43,circle,1,red,1,True
4,-2,15,circle,0,green,3,-3,-6,40,circle,1,green,1,False
2,1,87,rectangle,0,blue,2,4,4,94,rectangle,0,green,4,True
5,-4,78,circle,0,yellow,5,-3,-3,85,rectangle,1,red,2,False
4,1,70,circle,1,red,4,3,6,20,rectangle,0,blue,5,False
4,-6,31,circle,1,blue,5,5,-5,52,rectangle,0,green,2,True
1,2,93,rectangle,1,red,2,1,1,58,rectangle,1,yellow,5,True
3,-6,20,rectangle,0,red,4,1,6,28,rectangle,1,yellow,5,False
3,5,87,rectangle,1,yellow,1,4,6,52,circle,1,red,3,True
4,1,73,circle,1,yellow,1,2,0,27,circle,1,red,1,True
-2,-5,16,circle,1,yellow,2,-3,5,20,rectangle,1,blue,3,False
4,4,60,rectangle,0,blue,4,-5,-2,68,circle,0,green,4,False
1,3,12,circle,0,blue,2,1,5,44,circle,1,yellow,1,True
0,-2,67,circle,0,green,5,1,-1,89,rectangle,1,yellow,4,True
4,-5,47,circle,0,yellow,1,-3,1,59,rectangle,0,red,3,False
-2,3,43,circle,0,yellow,3,1,4,84,circle,0,green,3,True
-3,1,19,circle,0,green,2,5,1,70,circle,1,blue,4,True
3,0,59,circle,1,red,1,3,0,18,rectangle,1,yellow,1,True
4,-3,56,circle,1,red,2,-5,2,21,circle,1,green,3,False
0,1,14,rectangle,1,blue,1,-4,1,51,rectangle,0,yellow,5,True
0,-4,90,rectangle,0,yellow,1,3,6,15,circle,1,blue,5,False
-4,2,81,rectangle,0,red,1,1,6,60,rectangle,1,blue,5,True
3,0,69,rectangle,0,green,2,4,2,71,circle,0,yellow,3,True
4,6,100,rectangle,0,green,2,0,-2,62,circle,0,green,5,False
-3,-4,43,circle,1,red,2,-2,3,45,rectangle,1,yellow,5,False
3,5,64,circle,1,green,1,-5,1,20,circle,1,yellow,4,True
3,3,17,circle,1,red,5,-5,-4,37,rectangle,0,blue,4,False
-1,3,28,circle,0,green,3,-4,0,51,rectangle,1,yellow,4,True
5,-6,96,rectangle,0,red,1,0,1,50,circle,0,blue,5,False
-5,-6,92,rectangle,1,blue,4,-2,1,60,circle,1,yellow,2,False
2,-5,100,circle,0,red,1,-2,2,99,rectangle,1,red,3,False
4,3,83,rectangle,1,blue,2,5,2,79,circle,1,yellow,2,True
1,-2,80,rectangle,0,green,3,-1,-4,70,circle,0,green,1,True
2,-6,96,rectangle,1,green,5,-5,-5,62,rectangle,1,red,2,True
1,0,29,circle,1,green,1,5,6,98,circle,1,blue,1,True
2,-2,13,circle,0,green,4,-2,5,80,rectangle,1,green,2,False
-4,0,57,circle,1,yellow,2,-3,-2,23,circle,0,red,4,True
5,6,27,circle,1,yellow,4,-3,5,43,rectangle,0,yellow,1,False
1,3,67,circle,1,yellow,4,5,3,29,circle,0,blue,1,True
-2,3,67,rectangle,0,red,5,-2,-6,90,circle,0,blue,1,False
-2,1,67,circle,1,yellow,3,1,0,31,circle,1,blue,5,True
3,-6,52,circle,1,blue,5,4,3,41,circle,1,blue,4,False
3,-1,42,rectangle,1,yellow,3,3,0,87,rectangle,1,green,5,True
-1,-6,46,rectangle,0,yellow,2,-1,-3,44,rectangle,0,blue,4,True
5,-2,97,rectangle,0,red,4,5,0,22,circle,0,red,1,True
-5,-2,28,circle,1,blue,4,-3,-2,18,rectangle,0,red,2,True
-3,3,58,rectangle,0,yellow,5,-3,5,91,circle,1,red,2,True
-4,3,100,rectangle,1,yellow,1,-1,-2,54,rectangle,0,red,5,True
0,0,13,circle,1,green,4,0,3,83,rectangle,0,blue,2,True
5,-6,46,circle,0,yellow,4,-3,6,21,rectangle,1,red,1,False
1,4,71,circle,0,green,1,-5,5,50,rectangle,1,red,4,False
2,2,23,circle,0,yellow,5,-2,-3,25,circle,1,red,1,True
2,4,13,circle,0,yellow,3,0,-5,73,rectangle,1,yellow,2,False
5,2,53,circle,1,red,5,-5,-3,88,circle,1,red,2,True
-2,1,82,rectangle,0,blue,1,-3,-5,33,circle,1,yellow,3,False
4,6,57,circle,0,blue,1,-3,6,75,rectangle,0,blue,4,False
3,-1,73,circle,0,green,2,2,-4,98,rectangle,0,green,3,True
1,-2,31,rectangle,0,yellow,1,3,4,46,rectangle,1,blue,1,True
5,0,93,circle,1,yellow,4,-3,-1,99,rectangle,0,red,2,False
5,-3,83,rectangle,0,red,5,-5,-4,98,circle,0,yellow,5,False
-2,-2,90,rectangle,0,blue,5,-1,0,32,rectangle,1,red,2,True
-4,-4,37,circle,0,blue,5,0,0,49,circle,1,yellow,5,True
4,-2,38,circle,1,green,2,1,4,16,circle,0,blue,5,False
-5,-5,37,circle,0,green,3,2,0,62,rectangle,0,blue,1,False
4,2,68,circle,0,yellow,2,-4,-5,44,circle,1,green,4,True
4,-3,36,circle,0,green,5,0,4,91,rectangle,0,red,2,False
-4,0,62,rectangle,1,blue,2,1,5,75,rectangle,0,blue,4,True
0,-3,34,rectangle,1,green,1,-4,-3,13,rectangle,1,blue,2,True
0,6,98,circle,0,blue,4,0,2,15,circle,1,blue,5,True
-5,-6,76,rectangle,1,green,1,5,3,28,rectangle,0,green,3,False
-4,6,22,rectangle,1,green,2,3,5,91,rectangle,1,blue,1,True
3,-3,12,rectangle,0,blue,3,-4,2,53,circle,0,red,4,False
-3,-3,74,circle,0,yellow,1,2,-2,11,rectangle,0,blue,5,False
1,3,54,circle,0,blue,1,-3,-6,86,rectangle,0,blue,4,False
0,-6,33,circle,1,red,1,-1,4,65,circle,0,green,1,False
2,0,11,rectangle,0,green,3,5,-6,63,circle,0,green,4,False
5,-4,51,rectangle,1,blue,2,-1,-4,18,rectangle,1,yellow,2,False
4,-6,80,circle,0,yellow,5,2,3,11,circle,1,green,4,False
-4,-6,90,circle,1,blue,2,-4,6,11,rectangle,1,green,5,False
4,-2,55,rectangle,1,blue,2,-4,6,44,circle,1,green,5,False
5,-2,48,circle,1,yellow,1,-4,0,56,circle,0,green,3,True
3,2,28,rectangle,1,blue,5,3,4,44,rectangle,1,yellow,3,True
-3,-4,63,rectangle,0,yellow,3,3,-4,19,circle,1,red,4,False
5,4,22,circle,1,green,2,-2,1,37,circle,0,blue,1,True
1,2,81,circle,1,blue,4,0,3,69,circle,0,green,3,True
-5,4,17,rectangle,1,green,2,-1,0,20,circle,1,red,1,False
0,4,26,rectangle,0,blue,5,-2,1,33,rectangle,1,green,4,True
3,-5,83,circle,1,green,1,3,2,33,rectangle,0,blue,5,False
-4,2,45,rectangle,0,red,4,-1,-4,11,rectangle,0,blue,5,False
-1,-6,88,rectangle,1,green,4,-5,0,29,circle,1,blue,5,False
3,6,77,rectangle,1,yellow,3,-5,-5,21,circle,1,yellow,2,False
-2,-1,66,rectangle,0,green,2,-2,0,56,rectangle,1,red,2,True
0,-3,27,rectangle,0,green,5,-2,6,21,circle,0,red,5,False
2,-1,11,rectangle,0,blue,2,-1,1,39,rectangle,1,green,4,True
-1,0,80,circle,0,blue,1,-1,3,81,circle,1,green,2,True
-2,-5,99,circle,1,red,2,0,2,49,rectangle,0,red,2,False
-5,-6,57,rectangle,0,green,3,-5,-4,79,circle,1,green,4,True
-1,-4,84,rectangle,1,green,5,1,-2,83,rectangle,1,yellow,5,True
-3,6,56,rectangle,0,green,3,3,5,88,rectangle,1,yellow,2,True
-4,-2,52,rectangle,0,red,3,-2,1,44,rectangle,1,green,2,True
4,-4,75,circle,0,blue,2,-3,5,36,rectangle,0,blue,3,False
4,3,18,rectangle,0,red,4,-1,-2,33,circle,1,yellow,2,False
-3,-4,43,circle,0,green,3,-5,3,19,rectangle,1,blue,5,False
3,3,47,rectangle,0,red,5,-4,4,41,circle,0,blue,5,False
5,-4,68,circle,0,green,3,5,-5,81,circle,1,blue,5,False
1,-3,52,circle,1,red,5,1,-5,86,rectangle,1,yellow,1,True
1,-1,71,circle,0,blue,1,0,-4,47,rectangle,1,red,5,True
4,-3,16,circle,1,green,2,3,5,60,rectangle,1,green,1,False
-3,6,17,rectangle,0,yellow,4,0,2,38,rectangle,0,blue,3,True
-5,-4,61,circle,1,blue,4,-4,3,21,rectangle,0,green,2,False
-2,5,99,circle,0,green,3,2,5,67,rectangle,0,green,3,True
4,-2,29,circle,0,blue,5,4,-6,59,rectangle,1,red,2,True
4,-2,84,circle,0,green,3,-4,-3,62,circle,0,yellow,2,True
-3,1,54,rectangle,1,green,1,3,-3,82,circle,0,red,2,False
5,-3,20,circle,0,blue,5,-4,-2,75,circle,1,red,5,False
-5,0,23,circle,0,red,4,4,-4,74,rectangle,1,blue,5,False
2,-2,98,circle,1,blue,2,-2,3,91,rectangle,1,red,4,True
5,2,100,rectangle,0,yellow,2,-2,0,42,rectangle,0,green,1,True
-1,6,39,circle,1,blue,4,4,-2,28,rectangle,0,red,2,False
3,-2,43,rectangle,1,blue,3,2,-2,23,circle,1,green,5,True
1,-4,36,circle,1,green,3,5,5,60,circle,0,yellow,3,True
0,-3,72,rectangle,0,red,1,-5,-3,55,rectangle,1,green,2,True
-5,6,73,rectangle,0,yellow,3,-1,-6,22,rectangle,0,red,4,False
5,-4,42,circle,0,red,3,0,-2,74,rectangle,0,blue,5,True
0,-1,60,circle,1,yellow,1,1,-3,81,rectangle,1,blue,1,True
2,2,67,circle,0,yellow,4,-2,-4,15,rectangle,0,green,1,False
-2,-5,59,circle,0,red,3,-2,6,33,rectangle,0,blue,2,False
4,0,13,rectangle,0,blue,3,1,4,47,rectangle,1,red,4,True
-1,3,89,circle,0,green,2,0,-5,58,rectangle,1,blue,5,False
-5,-6,92,rectangle,0,blue,2,0,0,30,rectangle,0,red,5,True
-4,2,91,circle,0,red,3,-4,-3,58,circle,1,red,2,True
-3,3,40,circle,0,blue,4,1,-5,72,circle,0,blue,1,False
-4,-3,91,circle,1,yellow,4,-2,2,90,rectangle,0,red,3,True
-3,-6,55,rectangle,1,yellow,1,2,5,64,rectangle,1,blue,3,False
-2,-4,33,circle,0,red,1,-1,-6,36,circle,1,blue,4,True
-5,6,82,circle,0,green,5,0,-6,77,rectangle,1,red,2,False
-2,-3,37,rectangle,1,yellow,2,-5,1,26,rectangle,0,red,4,True
4,5,71,circle,1,yellow,3,0,1,67,circle,0,green,4,True
1,0,72,rectangle,0,red,1,-5,0,100,circle,1,red,5,False
1,2,88,circle,1,red,4,4,0,11,rectangle,1,green,3,False
-1,-2,70,rectangle,1,red,1,4,0,96,rectangle,0,blue,1,True
3,-2,50,rectangle,0,red,3,1,-6,58,circle,0,red,3,True
-1,0,46,circle,1,yellow,4,-2,3,90,rectangle,1,yellow,5,True
-4,-1,36,rectangle,1,yellow,1,-4,-2,27,circle,0,red,4,True
-4,1,78,circle,0,red,3,5,5,79,circle,0,yellow,5,True
-1,3,63,circle,0,blue,1,3,5,35,rectangle,1,yellow,4,True
4,1,77,circle,1,red,3,-5,-2,36,rectangle,1,red,5,False
-1,4,90,circle,0,green,2,5,6,16,rectangle,0,blue,1,False
-3,-1,90,rectangle,0,green,1,-3,1,34,circle,0,yellow,3,True
2,0,45,circle,1,red,1,-4,-3,93,circle,1,yellow,2,True
0,-3,80,circle,1,red,3,1,1,50,rectangle,1,green,2,True
0,2,78,rectangle,0,red,4,5,3,39,rectangle,0,blue,3,True
-4,3,75,circle,1,green,1,0,-1,48,circle,1,blue,4,True
-3,-4,42,circle,0,green,2,-1,-2,71,rectangle,0,green,1,True
3,3,82,circle,1,green,2,-1,-1,63,circle,1,yellow,5,True
-1,2,19,circle,1,green,3,0,-1,15,circle,1,yellow,2,True
-2,2,84,rectangle,1,green,2,1,-3,19,circle,0,red,1,True
-3,0,89,rectangle,0,red,3,-5,-6,100,circle,1,green,2,True
0,-4,34,rectangle,0,blue,5,-3,6,49,rectangle,1,red,4,False
3,-2,21,rectangle,1,red,2,-1,5,84,rectangle,1,yellow,2,False
2,6,47,rectangle,0,blue,1,2,-4,66,circle,1,red,4,False
-5,1,73,rectangle,0,blue,3,-1,0,59,rectangle,1,blue,1,True
3,1,97,rectangle,0,blue,5,-2,4,58,rectangle,1,red,3,True
3,3,19,rectangle,1,blue,2,-4,3,16,rectangle,1,blue,2,False
1,-2,20,rectangle,1,blue,4,2,5,39,circle,1,green,2,False
1,6,52,circle,1,green,4,-5,-5,50,circle,1,red,4,True
-5,5,64,rectangle,1,green,5,-2,4,66,circle,1,green,1,True
-3,5,95,circle,1,yellow,2,0,3,59,rectangle,1,yellow,1,True
-1,-3,37,rectangle,1,red,1,-3,-5,36,circle,0,red,2,True
-4,1,39,rectangle,1,yellow,3,4,0,41,circle,0,red,3,False
3,6,22,rectangle,1,green,3,-5,-4,94,rectangle,1,blue,4,False
-5,5,38,circle,1,green,5,-5,-6,60,rectangle,0,green,1,False
-1,5,41,rectangle,0,red,4,-3,5,11,rectangle,1,red,4,True
-3,4,52,circle,0,green,5,-4,1,18,rectangle,1,green,2,True
2,-4,11,rectangle,1,red,1,-3,-2,99,rectangle,1,red,5,True
0,5,65,circle,0,green,5,4,-1,50,rectangle,0,red,5,False
2,4,100,circle,0,blue,1,-5,-5,53,rectangle,0,blue,1,False
-4,2,98,rectangle,1,red,3,2,0,59,rectangle,0,green,3,True
4,2,88,rectangle,0,green,1,0,3,70,rectangle,1,green,2,True
1,0,88,rectangle,1,blue,5,1,-2,19,rectangle,0,red,2,True
-5,-2,21,circle,1,yellow,4,0,-1,63,rectangle,0,blue,4,False
4,-1,79,rectangle,0,blue,2,-3,2,45,rectangle,0,green,4,True
0,-5,84,circle,0,green,3,3,-5,53,rectangle,0,blue,5,True
-3,1,23,circle,0,red,3,-4,3,72,circle,1,red,2,False
-4,-3,53,circle,0,blue,2,1,-6,94,rectangle,1,blue,4,True
-2,0,56,rectangle,0,blue,5,4,2,80,circle,0,red,1,False
-5,0,49,rectangle,0,red,4,4,-5,75,rectangle,1,green,4,False
-3,6,28,rectangle,0,yellow,4,-1,6,13,rectangle,0,yellow,3,True
4,3,95,rectangle,1,yellow,3,5,-1,70,rectangle,1,yellow,5,True
-3,3,17,rectangle,0,red,2,-2,-5,28,rectangle,1,yellow,5,False
5,2,84,circle,0,red,2,-3,-1,56,circle,1,green,2,True
2,5,53,circle,1,red,3,0,1,31,circle,1,red,5,True
-1,-5,86,circle,0,yellow,3,0,3,95,circle,1,green,4,True
-5,-1,59,circle,1,green,3,-4,-6,83,circle,1,red,4,True
3,-1,73,rectangle,1,yellow,2,-3,4,68,rectangle,0,blue,4,True
-5,-6,72,rectangle,1,green,3,5,0,46,rectangle,0,yellow,4,False
1,-2,58,circle,1,blue,1,-4,-3,93,rectangle,0,blue,2,True
4,6,11,circle,1,blue,5,-5,2,62,rectangle,0,yellow,3,False
1,-1,52,circle,0,blue,2,-3,4,55,circle,1,blue,3,True
-4,-1,64,rectangle,1,blue,4,-1,3,17,rectangle,1,blue,2,True
0,0,65,rectangle,0,blue,1,-5,6,11,rectangle,0,blue,3,False
3,3,41,rectangle,1,green,3,2,5,84,rectangle,1,blue,1,True
0,0,21,rectangle,1,blue,4,0,0,27,rectangle,1,blue,2,True
1,1,67,rectangle,1,blue,4,0,5,38,rectangle,0,blue,4,True
-5,-6,62,rectangle,0,red,1,2,-6,74,circle,1,red,4,False
-2,2,27,rectangle,0,red,2,2,6,39,rectangle,0,green,3,True
-5,-6,94,rectangle,0,blue,3,-4,6,18,rectangle,0,yellow,5,False
2,5,77,circle,1,blue,1,3,0,56,rectangle,1,green,3,False
4,-5,43,circle,0,red,1,1,-1,95,circle,0,yellow,5,False
4,2,33,circle,1,red,4,1,1,81,circle,1,yellow,3,True
-2,-6,72,circle,0,blue,5,-3,-2,67,circle,1,red,4,True
2,5,22,circle,1,green,1,-3,-2,86,circle,0,yellow,2,True
5,2,44,circle,1,blue,1,-4,0,36,rectangle,0,yellow,5,False
-2,0,85,circle,1,red,2,3,1,38,rectangle,0,yellow,1,False
-2,-5,17,circle,1,red,3,1,-1,66,circle,0,red,1,True
0,-2,64,circle,1,green,1,-5,6,85,rectangle,0,yellow,4,False
-1,-1,87,circle,1,red,2,-3,-6,40,rectangle,0,yellow,5,False
2,-3,70,circle,1,red,5,-2,0,12,rectangle,0,green,3,False
5,-3,90,rectangle,0,green,4,1,1,11,circle,0,green,5,True
-1,3,37,rectangle,0,blue,5,1,6,30,rectangle,1,blue,5,True
3,2,47,rectangle,1,red,3,-4,4,99,rectangle,0,yellow,4,True
-4,-6,54,rectangle,1,yellow,5,3,-3,96,circle,0,yellow,2,False
5,-2,81,circle,1,blue,2,-3,-1,67,circle,0,red,5,True
1,2,72,circle,0,red,4,-4,6,32,circle,1,blue,5,False
