carat,cut,color,clarity,depth,table,price,x,y,z,v
133,3,2,4,627,58,9699,696,701,438,213698448
152,3,5,2,610,58,9700,744,739,451,247967016
152,4,5,2,618,57,9700,743,732,455,247463580
125,3,4,3,608,58,9702,698,693,423,204611022
107,4,2,6,614,55,9703,659,666,405,177752070
152,4,2,2,607,57,9704,741,738,449,245539242
177,3,0,2,613,59,9704,783,771,476,287357868
151,2,1,4,605,60,9704,742,746,450,249089400
155,4,2,1,607,55,9704,754,751,457,258778078
152,3,5,3,606,61,9704,746,742,451,249642932
104,2,3,5,628,58,9705,642,645,404,167292360
122,2,2,5,593,58,9706,697,699,413,201214839
150,2,5,3,620,55,9706,726,737,457,244523334
171,2,0,4,612,59,9707,765,772,470,277572600
159,3,2,2,622,58,9707,751,745,465,260165175
118,4,3,4,624,54,9709,674,679,422,193126612
151,3,2,2,603,59,9710,739,744,447,245767752
112,4,3,3,619,56,9710,665,668,413,183462860
101,3,3,5,618,59,9711,642,639,396,162454248
101,3,3,5,624,58,9711,642,636,399,162916488
106,4,3,5,610,57,9712,663,654,401,173874402
176,4,1,1,612,55,9714,779,776,476,287743904
132,4,2,4,614,54,9715,709,713,437,220910929
153,3,4,1,626,57,9716,737,733,459,247961439
150,1,6,2,634,63,9718,719,723,457,237565509
126,3,6,3,625,59,9720,691,685,430,203534050
100,3,4,6,610,60,9724,639,643,391,160652907
200,4,0,2,628,58,9725,802,797,501,320236194
102,2,4,5,637,59,9728,634,638,405,163819260
135,2,2,4,601,56,9729,716,721,432,223013952
163,3,1,2,617,58,9730,754,751,463,262175602
163,3,2,1,625,57,9730,757,754,472,269407216
150,4,1,3,624,54,9730,730,735,457,245203350
163,1,1,2,637,58,9730,748,740,474,262368480
151,2,3,1,618,57,9731,734,732,453,243391464
111,4,2,5,618,56,9734,666,669,412,183568248
134,2,5,5,597,60,9735,719,722,430,223220740
101,4,3,5,627,56,9735,642,646,404,167551728
124,3,6,3,593,58,9738,703,709,419,208840913
124,3,4,4,601,59,9738,699,702,421,206583858
124,2,2,4,602,58,9738,696,700,420,204624000
100,2,6,5,599,61,9740,642,650,387,161495100
100,2,6,5,630,59,9740,635,638,401,162457130
151,1,2,3,637,57,9741,721,718,458,237096524
120,4,2,6,612,56,9744,689,686,421,198987334
150,4,3,2,624,56,9744,736,731,458,246411328
170,2,5,1,638,55,9745,747,755,479,270148815
153,3,2,2,617,59,9747,740,731,454,245586760
141,4,5,4,607,56,9752,731,722,141,74417262
122,3,6,3,594,59,9756,699,692,413,199771404
122,4,4,4,615,56,9756,689,684,422,198878472
122,3,6,3,620,60,9756,679,674,422,193126612
122,4,4,4,626,55,9756,686,682,428,200240656
121,3,2,5,625,55,9757,684,680,426,198141120
150,2,1,4,604,59,9759,735,742,446,243235020
123,4,4,3,619,57,9759,686,690,426,201642840
171,3,1,1,606,57,9760,778,771,469,281324022
150,3,1,4,608,61,9761,739,735,448,243337920
125,4,4,4,620,55,9761,695,691,430,206505350
150,4,1,3,626,57,9761,731,726,455,241471230
151,3,5,2,603,62,9762,754,741,451,251980014
155,3,5,2,607,58,9763,750,746,454,254013000
150,1,5,2,643,60,9768,714,723,462,238494564
150,3,5,2,627,58,9768,727,734,458,244397044
196,3,5,1,604,62,9769,796,790,479,301214360
146,2,4,2,628,59,9770,713,718,449,229858366
158,1,5,2,631,58,9774,733,738,463,250461702
170,3,2,2,624,59,9777,763,757,474,273778134
121,3,2,5,613,56,9779,688,685,421,198408880
152,2,5,2,634,55,9780,725,730,461,243984250
200,2,1,1,614,63,9781,819,796,496,323354304
152,2,6,1,591,58,9781,745,748,441,245751660
115,4,2,6,619,55,9781,675,678,419,191755350
150,2,6,1,631,56,9783,717,728,455,237499080
120,4,2,6,628,56,9784,675,673,423,192158325
160,3,1,3,602,58,9784,763,756,457,263610396
105,4,4,6,627,57,9784,650,641,405,168743250
120,4,2,5,625,54,9785,675,682,424,195188400
109,4,4,4,616,55,9786,662,667,409,180595586
156,4,1,2,625,54,9788,745,737,463,254217095
124,4,2,5,612,56,9788,692,688,422,200912512
34,3,1,6,624,59,626,440,444,276,53919360
34,1,6,2,631,57,626,444,446,281,55644744
34,4,1,6,618,56,626,447,450,277,55718550
34,3,1,6,605,59,626,448,454,273,55526016
34,3,6,2,597,59,626,454,457,272,56434016
34,2,6,2,620,56,626,443,447,276,54653796
34,4,6,2,613,57,626,444,450,274,54745200
34,3,1,6,626,58,626,445,447,279,55497285
34,3,6,2,624,58,626,442,446,277,54605564
34,4,6,2,606,56,626,451,454,274,56102596
31,2,2,5,627,55,627,432,434,272,50996736
41,2,0,3,616,57,627,479,482,296,68339888
35,4,1,6,618,55,627,453,455,281,57918315
27,4,2,6,625,56,627,415,418,260,45102200
31,4,3,3,617,57,627,434,437,269,51018002
31,4,2,4,606,56,627,438,440,266,51263520
31,4,2,2,616,56,627,436,440,270,51796800
31,4,2,2,616,55,627,437,438,270,51679620
31,4,2,2,617,55,627,438,440,271,52227120
27,4,2,7,612,57,627,417,420,256,44835840
27,4,2,7,620,56,627,413,417,258,44433018
33,2,3,3,628,56,627,440,442,277,53870960
33,2,3,3,619,58,627,442,447,275,54332850
28,2,4,5,602,58,628,426,428,257,46858296
32,4,5,5,598,57,628,448,451,269,54350912
32,4,5,5,615,55,628,441,444,272,53258688
32,4,5,5,622,54,628,442,446,276,54408432
32,4,5,5,616,55,628,443,446,274,54136372
152,3,6,1,615,60,9789,744,739,455,250166280
165,2,2,1,622,58,9791,755,762,472,271546320
186,1,2,1,638,55,9791,779,773,495,298072665
188,2,6,1,632,60,9791,784,779,494,301703584
111,2,4,5,608,57,9792,670,673,408,183971280
200,3,0,2,617,60,9793,811,809,500,328049500
159,4,2,3,618,56,9794,751,744,462,258139728
112,4,3,3,617,57,9796,667,671,413,184841041
131,2,4,4,591,60,9797,713,718,423,216548082
103,4,6,5,620,56,9798,646,655,403,170521390
117,4,2,6,622,53,9799,676,679,421,193240684
117,4,2,6,619,56,9799,673,678,418,190730892
164,4,3,2,607,55,9801,767,764,465,272484420
153,2,1,3,628,59,9802,727,731,458,243398146
126,2,3,3,595,57,9802,703,715,422,212116190
123,2,2,5,620,58,9803,677,682,421,194381594
150,2,1,3,608,58,9804,736,742,449,245204288
107,2,4,6,602,58,9808,657,665,398,173888190
155,4,4,1,623,55,9808,736,742,461,251757632
101,2,4,6,614,58,9810,639,644,394,162137304
133,3,2,4,602,60,9813,712,720,430,220435200
159,4,1,2,602,57,9813,756,772,459,267887088
150,4,0,6,622,59,9814,730,732,455,243133800
100,2,3,5,591,58,9815,650,657,386,164841300
150,2,4,1,629,55,9817,726,728,457,241537296
110,4,4,5,612,56,9817,668,665,408,181241760
155,2,5,2,616,54,9818,741,747,458,253515366
163,4,0,4,618,56,9819,753,758,467,266551458
112,2,2,7,610,58,9820,670,672,409,184148160
112,4,2,5,616,55,9820,668,674,413,185945816
150,3,5,2,610,60,9820,733,727,445,237136495
151,1,5,3,640,59,9821,719,725,462,240829050
151,2,5,3,623,61,9821,727,730,454,240942340
154,3,6,1,599,62,9821,751,744,448,250317312
153,2,1,4,593,58,9823,750,754,446,252213000
150,4,1,3,600,61,9827,739,742,444,243462072
150,2,1,5,633,58,9828,724,721,457,238555828
150,4,3,2,619,57,9828,737,731,454,244591138
150,3,1,4,616,59,9828,732,726,449,238612968
108,4,2,7,623,56,9831,655,659,409,176542805
151,4,5,2,613,56,9833,740,744,455,250504800
151,1,3,1,632,56,9833,726,732,461,244990152
151,3,5,2,613,60,9833,729,733,448,239391936
164,3,0,4,606,59,9836,767,761,463,270247081
123,3,6,3,593,59,9836,703,696,415,203054520
123,4,6,3,623,57,9836,686,682,426,199304952
123,4,4,4,625,54,9836,685,682,426,199014420
130,2,2,4,625,57,9837,692,696,434,209028288
151,2,2,2,629,58,9841,725,728,457,241204600
105,4,3,5,613,56,9843,655,659,403,173952935
170,2,1,2,618,58,9845,755,766,470,271815100
109,4,4,5,625,55,9845,660,652,409,176000880
121,3,4,4,611,57,9846,693,689,422,201495294
157,3,1,3,625,58,9847,750,742,466,259329000
157,3,1,3,626,58,9847,740,736,462,251623680
153,4,1,3,618,57,9853,744,739,458,251815728
110,4,2,5,610,56,9856,669,673,409,184146933
160,4,2,4,620,57,9856,747,743,462,256419702
156,2,1,4,627,58,9857,742,737,463,253193402
105,3,3,5,596,60,9858,661,658,393,170930634
107,4,3,5,614,56,9863,655,665,405,176407875
123,4,2,4,620,57,9863,683,687,425,199418925
170,4,5,1,619,59,9864,759,767,472,274776216
100,1,4,7,632,63,9867,624,626,395,154296480
100,2,4,6,611,57,9870,636,651,393,162716148
111,4,6,4,619,54,9870,663,668,412,182468208
102,4,4,5,609,56,9870,654,649,397,168505062
112,4,2,6,596,57,9872,689,681,408,191437272
120,3,2,5,612,58,9873,684,688,420,197648640
121,4,2,3,601,57,9873,694,698,418,202484216
136,2,6,2,595,61,9874,721,724,430,224461720
157,3,6,1,629,61,9875,741,737,465,253944405
133,3,2,4,627,58,9876,701,696,438,213698448
153,3,1,4,620,57,9877,739,735,457,248226405
121,2,2,5,604,56,9878,696,691,419,201512184
150,1,5,4,638,61,9878,717,712,455,232279320
174,4,6,1,597,55,9880,790,784,470,291099200
103,4,4,6,613,54,9881,656,662,404,175445888
171,1,1,2,632,57,9881,749,753,475,267898575
104,3,3,5,628,58,9882,645,642,404,167292360
166,3,0,5,626,59,9882,754,758,473,270334636
124,2,4,4,590,60,9885,700,707,415,205383500
118,4,3,4,624,54,9886,679,674,422,193126612
175,4,0,3,621,56,9890,774,769,479,285103674
134,4,2,4,627,57,9890,704,710,443,221429120
131,4,2,4,622,56,9891,701,705,437,215967585
131,4,2,4,615,57,9891,702,706,433,214599996
131,3,2,4,615,59,9891,700,706,432,213494400
151,4,1,3,626,55,9891,729,734,458,245069388
151,4,1,3,616,54,9891,738,742,457,250251372
150,1,2,2,602,61,9892,727,732,438,233087832
151,3,6,1,630,62,9894,728,723,457,240539208
150,2,6,2,634,63,9895,723,719,457,237565509
153,2,5,4,595,63,9896,744,751,445,248641080
126,3,4,4,627,58,9896,686,693,432,205371936
104,4,3,5,624,56,9897,651,647,405,170584785
152,1,5,2,638,60,9898,724,730,463,244704760
152,1,5,2,636,57,9898,725,730,463,245042750
176,2,1,1,620,57,9898,770,774,478,284878440
160,2,3,1,620,57,9900,747,754,465,261905670
150,2,3,1,607,55,9900,739,744,450,247417200
150,3,3,1,612,59,9900,736,741,451,245964576
150,3,1,4,627,59,9900,725,730,455,240808750
150,4,1,4,613,57,9900,732,735,450,242109000
115,4,2,7,623,55,9901,673,679,421,192383107
115,4,2,7,620,57,9901,670,673,416,187578560
110,2,6,4,597,58,9901,669,672,400,179827200
170,4,1,2,629,57,9901,757,750,474,269113500
160,4,1,2,624,56,9901,752,748,468,263248128
170,3,0,3,610,59,9901,766,762,466,272000472
104,4,3,5,610,57,9901,661,657,401,174145077
100,3,4,6,610,60,9901,643,639,391,160652907
150,2,4,2,628,56,9904,726,733,458,243728364
120,2,3,4,594,56,9904,694,700,413,200635400
126,4,2,4,619,55,9907,696,691,429,206321544
101,2,4,6,621,58,9908,637,641,397,162101849
150,1,1,5,633,58,9909,724,727,459,241593732
156,3,3,1,624,60,9909,736,741,461,251418336
130,3,4,3,604,59,9909,706,712,428,215143616
157,4,1,3,615,56,9912,749,756,463,262170972
120,4,6,3,623,56,9912,681,678,423,195306714
124,3,4,4,601,59,9916,702,699,421,206583858
124,3,6,3,593,58,9916,709,703,419,208840913
119,4,2,4,624,54,9918,678,681,424,195768432
100,3,6,5,630,59,9918,638,635,401,162457130
100,3,6,5,599,61,9918,650,642,387,161495100
122,4,4,4,623,57,9920,679,683,424,196632968
123,4,2,5,622,56,9921,680,687,425,198543000
123,4,2,5,624,55,9921,680,688,426,199299840
159,2,1,2,624,56,9925,746,748,466,260031728
150,4,1,2,615,57,9926,740,735,454,246930600
154,3,4,2,628,58,9926,735,732,461,248027220
101,2,3,5,617,60,9930,632,635,391,156916120
111,4,2,7,619,55,9931,664,668,412,182743424
103,4,3,5,617,54,9932,649,652,401,169682348
125,4,6,3,626,56,9933,684,687,429,201590532
117,3,6,4,617,59,9934,672,677,416,189256704
120,4,6,3,614,56,9935,688,679,420,196203840
151,2,3,1,623,62,9936,715,726,449,233071410
170,3,0,3,628,59,9939,760,755,476,273128800
121,2,2,5,593,58,9942,701,705,417,206083485
154,4,1,2,635,61,9942,729,733,463,247407291
160,2,5,2,632,55,9946,746,741,470,259809420
150,1,5,2,643,60,9946,723,714,462,238494564
152,4,4,1,619,57,9948,733,737,455,245800555
152,3,2,2,616,57,9952,740,733,454,246258680
150,3,2,2,629,55,9954,728,724,457,240871904
121,4,2,5,594,59,9954,692,701,413,200342996
150,3,2,2,600,61,9954,748,743,447,248426508
150,3,2,2,629,56,9954,734,722,458,242716184
122,4,2,3,601,57,9954,696,701,420,204916320
101,2,3,4,631,56,9955,644,639,405,166663980
187,4,0,2,623,57,9955,782,788,488,300713408
152,3,6,1,591,58,9959,748,745,441,245751660
150,2,6,1,598,63,9959,744,738,443,243238896
156,3,1,4,617,59,9959,746,741,459,253728774
152,3,5,2,601,60,9959,745,739,446,245547530
150,2,1,3,638,59,9960,729,723,463,244032021
161,3,1,4,622,58,9961,746,755,467,263028410
161,4,3,1,616,56,9961,754,762,467,268313916
101,2,6,5,602,58,9965,651,657,394,168516558
101,2,4,7,596,62,9965,647,656,388,164679616
114,4,3,3,614,57,9967,673,676,413,187893524
120,2,2,6,618,55,9968,679,683,421,195241697
165,3,2,1,622,58,9970,762,755,472,271546320
153,2,2,2,625,56,9971,732,736,459,247287168
101,2,4,7,635,59,9972,629,641,403,162485167
159,4,1,3,611,55,9972,754,748,459,258872328
159,3,4,1,603,59,9972,760,755,457,262226600
152,2,5,2,625,59,9973,726,737,457,244523334
158,4,1,1,609,59,9973,748,755,458,258650920
171,2,5,4,635,59,9974,759,752,480,273968640
176,4,5,2,622,56,9974,773,770,480,285700800
151,2,1,4,607,60,9979,743,749,453,252097671
180,1,1,1,632,58,9979,766,775,487,289107550
132,3,2,4,606,57,9979,714,709,430,217677180
132,4,2,4,626,56,9979,705,700,440,217140000
102,3,4,6,608,58,9980,656,646,396,167815296
120,2,2,7,594,61,9987,692,695,412,198147280
150,2,5,2,610,55,9987,735,744,451,246624840
133,3,2,4,602,60,9992,720,712,430,220435200
125,4,4,4,617,56,9996,693,692,426,204290856
150,4,4,1,629,55,9996,728,726,457,241537296
150,2,2,2,628,57,9996,719,730,455,238815850
170,3,1,3,625,58,9996,752,745,468,262192320
170,0,4,1,645,57,9996,755,751,486,275564430
106,2,3,5,618,58,9997,652,656,404,172795648
154,4,1,3,619,55,9998,738,743,458,251136972
123,2,2,5,622,57,9999,680,687,425,198543000
126,4,4,3,612,57,9999,696,699,426,207250704
200,1,2,1,642,60,9999,789,781,504,310569336
151,1,5,3,640,59,10000,725,719,462,240829050
170,4,0,3,605,58,10002,773,774,468,280005336
103,4,3,5,606,59,10003,650,653,395,167657750
123,2,2,5,606,55,10004,693,702,423,205783578
125,4,4,3,616,55,10006,693,696,428,206436384
200,2,1,1,614,63,10009,819,796,496,323354304
121,2,4,4,623,58,10009,676,685,424,196337440
151,3,1,3,599,60,10010,742,736,443,241927616
101,0,6,1,646,58,10011,625,620,401,155387500
105,4,4,5,605,55,10011,667,658,401,175993286
160,4,0,4,620,53,10011,757,756,469,268404948
151,3,5,2,612,60,10012,746,737,454,249610108
135,3,2,4,621,59,10012,706,702,437,216582444
151,2,3,1,632,56,10012,732,726,461,244990152
151,3,5,2,613,60,10012,733,729,448,239391936
151,4,5,2,613,56,10012,744,740,455,250504800
153,3,1,3,620,58,10013,736,741,458,249782208
112,4,4,4,609,57,10016,673,676,411,186983628
121,3,4,4,626,59,10018,681,676,425,195651300
101,2,4,6,629,57,10019,635,641,401,163221035
150,2,2,2,601,61,10019,728,740,441,237575520
150,2,2,2,621,58,10019,726,730,451,239020980
104,4,3,5,629,55,10019,647,651,408,171848376
126,2,2,5,609,56,10020,695,701,425,207057875
151,3,5,2,607,59,10020,743,739,450,247084650
151,3,2,2,606,58,10020,747,739,450,248414850
151,3,2,2,597,58,10020,750,745,446,249202500
151,3,2,2,620,58,10020,731,726,451,239348406
150,2,5,3,609,59,10023,737,743,451,246963541
112,3,4,5,624,59,10028,658,666,413,180988164
127,3,4,4,603,58,10028,706,704,425,211235200
102,2,3,7,617,60,10029,638,652,398,165558448
166,3,2,1,591,58,10030,777,769,457,273063441
103,2,4,7,628,57,10032,640,647,404,167288320
152,2,1,4,629,59,10032,727,731,459,243929583
124,3,4,4,625,58,10033,687,683,428,200826588
123,2,4,4,620,59,10035,684,687,425,199710900
154,2,2,2,613,59,10036,738,741,453,247726674
150,1,2,4,636,57,10036,723,714,457,235913454
122,4,2,5,623,56,10038,681,684,425,197966700
130,4,2,4,620,55,10038,698,702,434,212658264
150,3,5,2,590,62,10038,739,731,455,245795095
159,3,1,3,602,60,10039,758,761,457,263614966
183,3,1,3,605,60,10043,793,786,478,297936444
107,4,3,5,614,56,10043,665,655,405,176407875
176,3,1,1,620,58,10043,776,772,480,287554560
151,2,5,4,615,54,10045,734,742,454,247261112
150,2,3,2,605,63,10046,742,735,448,244325760
108,4,4,5,616,57,10046,657,660,405,175616100
100,2,4,7,632,63,10046,626,624,395,154296480
100,3,6,5,616,60,10046,641,636,393,160216668
103,4,4,5,611,57,10049,651,654,399,169875846
152,2,1,3,623,58,10051,732,728,455,242467680
177,4,6,1,609,53,10051,792,785,480,298425600
108,4,4,5,621,55,10052,657,660,409,177350580
120,3,2,5,628,59,10053,672,665,420,187689600
151,2,5,2,633,57,10053,723,734,461,244644402
111,4,2,7,612,54,10053,671,673,411,185600613
120,3,3,4,607,57,10053,689,681,416,195190944
120,3,2,5,612,58,10053,688,684,420,197648640
171,3,1,4,603,62,10055,776,770,466,278444320
189,3,2,1,629,58,10055,787,781,493,303020971
100,4,4,6,623,53,10058,637,643,399,163426809
107,4,4,5,623,57,10061,656,658,409,176544032
166,3,0,5,626,59,10062,758,754,473,270334636
153,4,5,2,598,59,10063,748,754,449,253232408
160,3,6,1,619,58,10064,754,749,465,262606890
120,3,4,5,605,60,10064,698,687,419,200921394
109,3,2,7,613,58,10065,664,660,405,177487200
111,2,4,6,625,59,10069,659,663,413,180446721
134,4,2,4,627,57,10070,710,704,443,221429120
131,3,2,4,615,59,10071,706,700,432,213494400
131,4,2,4,622,56,10071,705,701,437,215967585
131,4,2,4,615,57,10071,706,702,433,214599996
153,2,5,4,595,63,10076,751,744,445,248641080
126,3,4,4,627,58,10076,693,686,432,205371936
173,4,0,3,630,57,10076,764,760,480,278707200
152,3,5,2,625,58,10078,733,729,457,244201149
160,2,5,2,631,58,10078,745,739,468,257659740
152,1,5,2,636,57,10078,730,725,463,245042750
152,1,5,2,638,60,10078,730,724,463,244704760
119,4,6,4,611,57,10079,684,687,419,196891452
150,2,3,1,635,60,10080,725,721,459,239930775
150,4,1,4,613,57,10080,735,732,450,242109000
150,3,1,4,627,59,10080,730,725,455,240808750
150,3,3,1,595,55,10080,751,747,446,250204662
150,3,5,2,614,58,10080,741,728,451,243291048
150,4,5,4,613,55,10080,737,734,451,243972058
150,3,3,1,612,59,10080,741,736,451,245964576
32,4,5,5,614,54,628,440,443,271,52823320
35,4,1,6,616,55,628,455,458,281,58557590
42,4,0,3,620,55,628,480,487,300,70128000
34,4,2,3,610,55,628,455,458,279,58140810
32,4,2,4,614,56,628,442,447,273,53937702
38,4,3,1,621,54,628,463,469,290,62972630
38,4,3,1,618,56,628,462,466,287,61788804
31,4,4,2,620,54,628,436,438,271,51752328
39,4,3,2,611,55,628,474,475,290,65293500
34,4,5,2,626,56,628,448,446,280,55946240
34,2,5,2,633,56,628,446,445,282,55968540
34,4,5,2,607,56,628,458,451,276,57010008
34,1,5,2,637,57,628,445,444,283,55915140
31,3,5,3,619,58,628,438,437,271,51871026
31,4,5,3,620,57,628,438,433,270,51206580
31,3,5,3,597,61,628,442,438,263,50915748
31,4,1,4,616,55,628,436,434,268,50712032
31,4,1,4,619,54,628,438,434,270,51324840
31,3,1,4,608,59,628,441,437,267,51455439
31,3,1,4,592,60,628,445,440,262,51299600
31,4,1,4,628,55,628,434,430,272,50760640
31,2,1,4,632,56,628,433,428,272,50408128
31,3,1,4,630,58,628,432,429,271,50223888
31,3,1,4,626,59,628,433,429,270,50154390
31,3,1,4,623,59,628,434,429,269,50084034
31,1,1,4,637,55,628,433,430,275,51202250
31,4,1,4,628,57,628,432,428,270,49921920
31,1,1,4,639,56,628,430,428,274,50426960
31,1,1,4,638,56,628,432,426,274,50424768
150,3,3,1,607,55,10080,744,739,450,247417200
115,4,2,7,623,55,10082,679,673,421,192383107
115,4,2,7,620,57,10082,673,670,416,187578560
121,3,6,4,602,59,10083,689,686,413,195206102
171,3,5,3,592,61,10084,783,777,462,281076642
172,1,2,1,628,59,10084,755,762,476,273847560
174,4,3,1,623,57,10085,780,770,483,290089800
151,1,2,2,633,58,10085,720,726,458,239405760
174,2,5,1,621,59,10086,765,778,479,285086430
150,3,2,2,627,58,10087,728,723,455,239486520
151,1,3,2,604,61,10088,733,737,444,239858124
182,2,0,4,622,56,10090,783,796,491,306024588
151,2,5,3,619,57,10090,732,736,454,244593408
130,4,4,3,622,56,10090,698,694,433,209750396
130,3,4,3,604,59,10090,712,706,428,215143616
150,2,1,5,633,58,10090,727,724,459,241593732
156,3,3,1,624,60,10090,741,736,461,251418336
150,3,6,1,599,60,10090,748,741,446,247203528
157,4,1,3,615,56,10093,756,749,463,262170972
107,4,4,5,603,55,10093,665,668,401,178132220
131,2,3,3,631,56,10094,695,690,437,209563350
149,3,5,2,619,57,10096,735,731,454,243927390
171,4,1,1,621,58,10096,764,756,472,272619648
151,4,5,2,619,58,10096,733,737,455,245800555
133,1,2,4,628,60,10096,687,692,433,205849932
153,3,1,4,612,59,10098,739,741,453,248062347
175,2,1,1,612,57,10098,771,776,473,282994008
161,4,1,3,625,57,10098,749,743,466,259332262
131,4,2,4,619,56,10099,703,713,438,219542682
122,4,4,4,623,57,10100,683,679,424,196632968
107,4,3,5,617,57,10104,655,661,405,175346775
159,4,1,2,624,56,10106,748,746,466,260031728
159,2,1,3,605,63,10106,752,745,453,253788720
180,2,0,2,614,55,10107,786,780,480,294278400
179,4,0,2,598,61,10108,787,791,472,293828024
122,3,2,5,620,58,10111,690,685,426,201348900
109,3,3,5,599,59,10111,673,670,401,180814910
158,2,1,4,618,57,10112,750,756,463,262521000
100,2,6,5,617,58,10113,637,641,394,160876898
123,4,2,6,632,56,10113,678,683,430,199121820
151,2,3,2,631,56,10113,724,722,455,237841240
125,4,6,3,626,56,10114,687,684,429,201590532
117,3,6,4,617,59,10115,677,672,416,189256704
151,2,2,2,633,60,10116,720,724,457,238224960
151,3,6,2,622,59,10122,734,729,455,243464130
150,4,6,1,630,56,10122,730,725,458,242396500
128,4,2,4,621,57,10126,691,694,430,206208220
143,4,5,5,616,54,10129,725,729,448,236779200
151,1,5,4,599,61,10129,734,739,441,239209866
152,4,4,1,619,57,10129,737,733,455,245800555
152,2,1,3,617,55,10130,739,732,454,245590392
104,2,6,5,608,58,10130,649,653,396,167823612
107,4,3,5,623,56,10133,651,661,409,175997199
166,2,5,2,628,56,10134,753,757,474,270189954
150,1,4,3,640,56,10134,718,713,463,237025442
100,3,3,6,603,54,10134,659,647,394,167990962
187,4,0,2,623,57,10137,788,782,488,300713408
121,3,3,4,603,58,10137,695,691,418,200742410
124,4,4,4,615,54,10138,693,689,425,202927725
124,4,4,4,609,54,10138,698,695,424,205686640
150,2,2,2,631,59,10139,722,727,457,239876558
111,2,4,6,597,55,10141,677,682,405,186994170
110,4,6,4,619,56,10144,658,661,409,177889642
152,2,5,2,625,58,10145,728,734,457,244198864
153,4,5,2,629,60,10145,736,728,461,247007488
150,2,1,7,629,58,10147,721,731,457,240862307
101,3,6,5,602,58,10147,657,651,394,168516558
151,4,3,1,626,53,10147,740,732,461,249714480
157,3,5,2,622,61,10149,738,732,457,246878712
152,2,2,2,625,58,10150,726,730,455,241140900
168,3,1,2,615,59,10151,763,758,468,270669672
153,4,5,2,623,57,10153,741,736,459,250327584
131,4,2,4,605,57,10155,710,714,430,217984200
120,3,6,3,611,58,10161,685,683,418,195563390
180,2,1,1,632,58,10161,775,766,487,289107550
183,3,5,2,604,59,10162,789,785,475,294198375
150,2,1,4,622,59,10164,727,730,453,240411630
154,3,1,4,616,58,10164,739,742,455,249493790
154,1,1,4,636,60,10164,730,733,465,248816850
150,4,1,4,620,54,10164,732,738,455,245798280
167,2,1,3,607,60,10165,761,768,463,270599424
170,2,0,4,629,58,10165,754,767,479,277014322
161,3,0,7,621,58,10165,747,753,466,262120806
120,3,2,7,594,61,10169,695,692,412,198147280
153,4,1,4,602,60,10171,751,748,451,253348348
120,2,4,5,638,58,10173,667,669,426,190090998
121,4,4,3,615,54,10177,688,689,424,200989568
152,3,3,2,602,58,10180,744,737,446,244554288
101,1,2,3,636,56,10181,631,624,399,157103856
200,1,1,2,641,60,10184,792,788,505,315168480
200,1,1,2,641,60,10184,792,788,505,315168480
200,2,5,1,631,59,10184,796,788,500,313624000
124,2,3,4,620,58,10185,690,696,430,206503200
151,4,5,4,612,58,10186,736,742,451,246296512
135,4,2,4,615,56,10193,712,715,438,222977040
153,3,1,3,620,58,10196,741,736,458,249782208
109,4,4,5,620,56,10196,663,660,409,178970220
101,4,4,6,605,60,10197,645,647,391,163170165
158,4,1,3,614,55,10197,749,755,462,261258690
161,4,4,2,609,57,10197,758,751,459,261289422
157,2,5,2,620,60,10200,740,744,459,252707040
124,3,2,5,599,60,10202,698,700,419,204723400
124,2,3,4,599,61,10202,696,699,418,203358672
127,3,2,5,610,58,10203,696,701,426,207843696
108,2,4,6,610,58,10204,664,661,404,177317216
150,2,5,3,634,57,10206,727,720,459,240258960
150,3,6,1,605,59,10206,737,727,443,237358957
157,4,1,4,623,57,10209,744,748,465,258778080
156,4,4,1,616,56,10210,741,745,458,252836610
151,4,3,1,625,57,10210,729,734,457,244534302
112,3,4,5,624,59,10211,666,658,413,180988164
152,3,3,1,610,59,10214,739,733,449,243217463
152,4,1,4,629,60,10214,731,727,459,243929583
152,2,3,1,633,58,10214,731,725,461,244318475
150,4,3,2,623,57,10214,733,728,455,242798920
120,4,3,3,613,56,10214,689,684,421,198407196
151,2,1,4,611,61,10215,732,737,449,242228316
163,2,5,2,598,60,10216,764,768,458,268732416
150,4,2,2,617,56,10219,736,732,453,244054656
154,3,2,2,613,59,10219,741,738,453,247726674
150,3,2,2,602,61,10219,728,720,436,228533760
101,3,6,5,624,60,10221,631,636,395,158519820
152,3,2,2,623,58,10221,735,731,457,245539245
130,4,2,4,620,55,10221,702,698,434,212658264
122,4,2,5,623,56,10221,684,681,425,197966700
107,4,3,5,613,56,10222,653,660,401,172822980
159,3,1,3,602,60,10222,761,758,457,263614966
153,3,5,3,593,59,10224,753,759,448,256044096
153,3,5,3,598,58,10224,749,752,449,252898352
151,2,5,3,628,58,10225,721,728,455,238824040
112,4,2,7,617,57,10228,665,670,412,183566600
151,4,1,2,618,56,10232,737,734,455,246135890
121,4,2,6,602,57,10232,702,694,420,204618960
151,3,2,2,625,60,10235,728,732,455,242467680
161,4,1,2,624,55,10236,749,752,468,263600064
112,4,4,5,604,56,10236,682,678,411,190044756
160,2,1,4,623,59,10238,746,751,466,261074636
152,4,5,2,614,55,10239,738,748,455,251170920
115,4,6,4,612,58,10241,673,676,413,187893524
131,4,4,3,596,60,10243,706,716,424,214330304
135,4,2,4,622,57,10244,709,705,440,219931800
121,3,4,4,619,58,10245,682,676,420,193633440
109,4,4,5,621,56,10246,655,659,408,176111160
